sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,score_text,charge_degree
Female,22,African-American,0,7,0,0,0,0,0,0,Medium,F
Male,40,Caucasian,0,1,0,0,5,7,1,0,Low,F
Male,31,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,47,African-American,0,2,0,0,3,-1,0,0,Low,F
Male,33,African-American,0,5,0,0,3,90,0,0,Medium,F
Male,24,African-American,0,7,0,0,8,-1,1,0,Medium,F
Female,20,Caucasian,0,4,0,0,1,-49,0,0,Low,F
Male,37,Caucasian,0,5,0,0,7,-93,0,0,Medium,F
Male,21,Hispanic,0,3,0,0,0,0,0,0,Low,M
Male,39,African-American,0,9,0,0,4,-1,0,0,High,F
Male,29,African-American,0,6,0,0,10,0,1,0,Medium,F
Male,30,Hispanic,0,2,0,0,2,-1,0,0,Low,F
Female,26,African-American,0,9,0,0,4,-1,1,0,High,F
Male,61,African-American,0,8,0,0,2,0,0,0,High,M
Male,37,Hispanic,0,4,0,0,3,0,0,0,Low,M
Male,38,Other,0,1,0,0,1,-1,1,1,Low,F
Male,24,Caucasian,0,5,0,0,2,176,1,0,Medium,F
Male,30,African-American,0,9,0,0,0,-1,0,0,High,M
Male,22,Caucasian,0,7,0,0,0,-1,0,0,Medium,M
Male,20,African-American,0,5,0,1,0,-1,1,0,Medium,M
Male,56,African-American,0,9,0,0,22,-1,1,0,High,F
Female,50,Caucasian,0,3,0,0,3,0,1,0,Low,F
Male,47,Other,0,1,0,0,0,-1,0,0,Low,F
Male,56,Caucasian,0,1,0,0,5,-238,0,0,Low,F
Female,58,Hispanic,0,5,0,0,1,-345,0,0,Medium,F
Male,48,Hispanic,0,6,0,0,2,-1,0,0,Medium,F
Male,30,Caucasian,0,2,0,0,1,-40,0,0,Low,F
Male,53,Caucasian,0,1,0,0,3,-175,0,0,Low,M
Male,24,Hispanic,1,7,0,4,2,-1,0,0,Medium,F
Male,26,Hispanic,0,5,0,0,0,0,0,0,Medium,F
Male,48,African-American,0,1,0,0,2,0,0,0,Low,M
Male,30,African-American,0,6,0,0,10,18,1,0,Medium,F
Male,28,African-American,0,6,0,0,12,-69,1,1,Medium,M
Male,59,African-American,0,1,0,0,1,-1,0,0,Low,M
Male,20,African-American,1,10,0,0,1,-1,1,0,High,F
Male,23,Caucasian,0,9,1,0,4,-1,1,1,High,M
Female,28,Caucasian,0,6,0,0,2,-3,1,0,Medium,F
Male,50,Hispanic,0,9,0,0,3,-1,1,0,High,F
Male,35,Caucasian,0,5,0,0,3,0,1,0,Medium,M
Male,22,African-American,0,9,0,0,1,0,1,0,High,F
Female,41,Hispanic,0,1,0,0,0,-1,0,0,Low,F
Male,50,African-American,0,6,0,0,1,-1,0,0,Medium,F
Male,21,Caucasian,0,5,0,1,3,-345,0,0,Medium,F
Female,23,Caucasian,0,5,0,0,1,0,0,0,Medium,M
Male,22,African-American,0,7,0,0,0,-1,0,0,Medium,F
Male,35,African-American,0,7,0,0,11,-1,0,0,Medium,F
Male,46,African-American,0,6,0,0,3,-33,1,0,Medium,M
Male,61,African-American,0,2,0,0,8,-22,1,0,Low,F
Male,26,African-American,0,4,0,0,5,-1,0,0,Low,F
Male,44,Caucasian,0,5,0,0,1,0,0,0,Medium,F
Female,34,African-American,0,1,0,0,0,-1,1,1,Low,M
Male,29,Caucasian,0,2,0,0,1,3,1,0,Low,F
Female,23,African-American,0,5,0,0,1,-17,0,0,Medium,F
Male,20,Hispanic,0,10,0,0,1,34,1,0,High,F
Male,20,Caucasian,0,4,0,1,0,-1,0,0,Low,M
Male,29,African-American,0,9,0,0,8,-1,0,0,High,M
Male,48,African-American,0,4,0,0,5,-1,1,0,Low,F
Female,31,African-American,0,6,0,0,0,-5,0,0,Medium,M
Male,21,Caucasian,0,6,0,0,2,-10,0,0,Medium,F
Male,28,Hispanic,0,5,0,0,5,0,0,0,Medium,F
Male,34,Caucasian,0,5,0,0,4,-1,0,0,Medium,F
Male,54,African-American,0,6,0,0,21,-1,0,0,Medium,F
Male,20,Caucasian,0,10,4,0,4,-1,0,0,High,F
Male,31,Caucasian,0,3,0,0,1,-1,1,1,Low,F
Male,22,Caucasian,0,4,0,0,0,0,0,0,Low,M
Male,45,Hispanic,0,6,0,0,3,0,0,0,Medium,F
Male,25,African-American,0,8,0,0,1,-1,0,0,High,M
Male,36,African-American,0,4,0,0,6,-1,0,0,Low,M
Male,34,African-American,3,7,1,0,9,-1,1,0,Medium,F
Male,27,Other,0,9,0,0,0,-1,0,0,High,F
Male,36,African-American,0,9,0,0,12,-13,0,0,High,F
Male,50,Caucasian,0,2,0,0,0,-1,0,0,Low,M
Male,50,African-American,0,8,0,0,15,-1,0,0,High,M
Male,47,Native American,4,10,0,0,22,0,1,0,High,F
Female,49,Other,0,1,0,0,0,-1,0,0,Low,M
Female,25,African-American,0,9,0,0,7,-102,1,0,High,F
Male,39,Hispanic,0,1,0,0,4,-1,0,0,Low,M
Male,31,African-American,0,4,0,0,1,-1,0,0,Low,M
Male,49,African-American,0,3,0,0,10,-1,1,0,Low,F
Male,40,African-American,0,9,0,0,16,-1,0,0,High,F
Male,21,African-American,1,9,0,1,2,-1,0,0,High,F
Male,39,African-American,0,3,0,0,2,-1,0,0,Low,M
Male,32,African-American,0,7,0,0,7,0,0,0,Medium,F
Female,26,African-American,0,7,0,0,5,-1,1,0,Medium,F
Male,29,Other,0,2,0,0,0,-1,0,0,Low,F
Male,61,Hispanic,0,1,0,0,0,-1,0,0,Low,F
Female,25,Caucasian,0,9,0,0,2,16,1,1,High,F
Female,26,Other,0,2,0,0,1,-31,0,0,Low,F
Male,38,Caucasian,0,4,0,0,5,-1,0,0,Low,F
Male,35,Caucasian,0,1,0,0,2,-1,0,0,Low,M
Male,24,African-American,0,6,0,0,2,-1,0,0,Medium,F
Male,50,African-American,0,5,0,0,10,-48,0,0,Medium,F
Male,55,Other,0,1,0,0,8,-1,1,0,Low,F
Male,32,African-American,0,4,0,0,4,0,1,0,Low,F
Male,29,Caucasian,0,2,0,0,1,-18,0,0,Low,F
Male,46,Caucasian,0,1,0,0,0,0,0,0,Low,F
Female,27,African-American,0,2,0,0,0,-1,0,0,Low,M
Male,32,African-American,0,4,0,0,6,-1,0,0,Low,F
Male,29,African-American,0,2,0,0,0,-1,0,0,Low,F
Male,53,Caucasian,0,5,0,0,1,-1,1,1,Medium,M
Female,27,Caucasian,0,5,0,0,1,-1,1,1,Medium,F
Male,29,Caucasian,0,8,0,0,4,-2,0,0,High,F
Male,29,African-American,0,6,0,0,5,-1,0,0,Medium,F
Female,40,Caucasian,0,4,0,0,5,0,0,0,Low,F
Male,26,Other,0,1,0,0,0,-1,1,0,Low,F
Male,23,African-American,0,2,0,0,3,-1,1,0,Low,M
Male,43,Hispanic,0,3,0,0,3,21,1,0,Low,M
Male,53,African-American,0,4,0,0,1,0,0,0,Low,F
Male,24,Caucasian,0,2,0,0,1,-1,1,0,Low,M
Male,33,African-American,0,10,0,0,18,0,1,0,High,F
Female,30,African-American,0,3,0,0,1,-1,0,0,Low,F
Male,32,African-American,0,6,0,0,1,-1,1,0,Medium,M
Female,38,African-American,0,10,0,0,7,0,1,0,High,F
Male,56,Caucasian,0,1,0,0,2,-41,0,0,Low,F
Male,40,African-American,0,7,0,0,20,-1,0,0,Medium,F
Male,31,African-American,0,6,0,0,7,-1,0,0,Medium,M
Male,29,Caucasian,0,6,0,0,2,-32,0,0,Medium,F
Female,36,African-American,0,1,0,0,1,-1,0,0,Low,M
Male,34,African-American,0,9,0,0,16,-1,1,0,High,F
Male,41,Caucasian,0,2,0,0,1,-1,1,0,Low,M
Male,57,Caucasian,0,1,0,0,7,-1,1,0,Low,F
Male,26,African-American,0,5,0,0,1,-1,1,0,Medium,F
Male,39,Caucasian,0,6,0,0,2,-88,1,0,Medium,F
Male,27,African-American,0,3,0,0,0,-1,0,0,Low,F
Male,45,African-American,0,3,0,0,0,0,1,0,Low,F
Male,26,African-American,0,3,0,1,2,-7,0,0,Low,F
Male,64,African-American,0,9,0,0,17,0,0,0,High,F
Male,20,Caucasian,0,7,0,0,4,0,0,0,Medium,F
Male,49,Other,0,1,0,0,1,-1,0,0,Low,M
Female,48,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,33,Caucasian,0,6,0,0,0,-1,0,0,Medium,F
Male,52,Caucasian,0,2,0,0,7,-1,0,0,Low,M
Male,22,Hispanic,0,3,0,0,2,-1,1,0,Low,F
Male,57,African-American,0,5,0,0,13,-1,0,0,Medium,F
Male,41,Hispanic,0,1,0,0,1,0,0,0,Low,M
Male,49,Hispanic,0,4,0,0,3,21,0,0,Low,F
Female,43,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,24,Caucasian,0,5,0,0,3,0,0,0,Medium,F
Male,27,African-American,0,7,0,0,11,-1,1,0,Medium,F
Male,23,Hispanic,0,9,1,0,2,-1,0,0,High,F
Male,56,African-American,0,7,0,0,28,-69,0,0,Medium,F
Male,28,African-American,0,6,0,0,2,-1,1,0,Medium,F
Male,21,African-American,0,5,0,0,0,0,0,0,Medium,F
Male,33,African-American,0,9,0,0,5,-1,1,0,High,M
Male,25,African-American,0,8,0,0,1,-1,1,0,High,F
Male,36,African-American,0,8,2,0,17,-1,1,0,High,F
Female,25,Caucasian,0,5,0,0,0,0,0,0,Medium,F
Female,29,Caucasian,0,4,0,0,0,-1,0,0,Low,M
Male,26,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,46,Caucasian,0,5,0,0,0,-1,0,0,Medium,M
Female,24,African-American,0,7,0,0,0,0,0,0,Medium,F
Male,28,African-American,0,7,0,0,4,0,1,0,Medium,F
Male,28,African-American,0,7,0,1,12,-2,1,0,Medium,M
Male,30,Caucasian,1,5,0,0,2,-1,0,0,Medium,F
Male,36,Caucasian,0,1,0,0,0,-3,0,0,Low,M
Male,56,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,21,African-American,0,7,0,0,0,-1,0,0,Medium,F
Male,23,African-American,0,3,0,0,0,0,1,0,Low,M
Male,24,Other,0,3,0,0,0,0,0,0,Low,M
Male,40,Hispanic,0,3,0,0,0,0,0,0,Low,M
Male,36,Hispanic,0,2,0,0,1,0,0,0,Low,M
Male,50,Caucasian,0,6,0,0,1,-1,1,0,Medium,M
Male,24,Caucasian,0,2,0,0,0,0,0,0,Low,M
Female,55,African-American,0,1,0,0,2,-1,0,0,Low,F
Male,48,African-American,0,1,0,0,1,-1,0,0,Low,M
Male,22,African-American,0,7,0,0,0,-1,1,0,Medium,F
Male,27,African-American,0,3,0,0,0,0,0,0,Low,M
Female,58,Caucasian,0,1,0,0,2,-1,0,0,Low,M
Male,28,Hispanic,0,1,0,0,0,-2,0,0,Low,F
Male,38,African-American,0,7,0,0,14,-1,0,0,Medium,F
Male,31,African-American,0,1,0,0,1,-1,0,0,Low,F
Female,30,African-American,0,2,0,0,3,-1,0,0,Low,F
Female,27,Other,0,5,0,0,1,-1,0,0,Medium,F
Male,52,Caucasian,0,1,0,0,1,714,0,0,Low,F
Male,23,African-American,0,7,0,0,2,-1,0,0,Medium,F
Male,37,African-American,0,6,0,0,4,-1,0,0,Medium,F
Male,37,African-American,0,8,0,0,16,-1,1,1,High,F
Female,41,Caucasian,0,2,0,0,1,0,0,0,Low,M
Male,51,Caucasian,0,1,0,0,2,-3,0,0,Low,M
Male,20,African-American,0,5,0,0,0,-1,1,1,Medium,F
Female,45,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,21,Caucasian,0,4,0,0,0,0,1,0,Low,M
Male,24,Caucasian,0,4,0,0,0,-1,0,0,Low,F
Male,22,Caucasian,0,5,0,0,1,0,0,0,Medium,M
Male,38,African-American,0,6,0,0,7,-1,0,0,Medium,M
Male,31,African-American,0,5,0,0,0,-1,0,0,Medium,F
Male,28,Caucasian,0,7,0,0,0,0,0,0,Medium,F
Male,21,Hispanic,0,7,1,0,2,-1,1,1,Medium,F
Male,30,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,39,African-American,0,8,0,0,1,-1,0,0,High,F
Female,36,African-American,0,2,0,0,0,0,0,0,Low,M
Male,34,African-American,0,7,0,0,22,-1,1,0,Medium,F
Male,32,Caucasian,0,2,1,0,2,293,0,0,Low,F
Male,45,Hispanic,0,1,0,0,0,0,0,0,Low,M
Female,26,African-American,0,5,1,0,5,-1,0,0,Medium,M
Male,36,African-American,0,5,0,2,7,-32,0,0,Medium,M
Male,24,African-American,0,9,0,0,0,-1,1,0,High,M
Male,25,Asian,0,5,0,0,2,-71,0,0,Medium,F
Male,27,African-American,0,7,0,0,9,-1,1,1,Medium,F
Male,45,Caucasian,0,2,0,0,0,-2,0,0,Low,F
Male,30,Hispanic,0,1,0,0,0,0,0,0,Low,F
Male,61,African-American,0,6,0,0,8,-35,0,0,Medium,M
Male,43,African-American,0,1,0,0,2,0,0,0,Low,F
Male,48,Caucasian,0,1,0,0,2,-1,0,0,Low,F
Male,26,African-American,0,4,0,0,1,-1,0,0,Low,F
Male,32,African-American,0,2,3,0,7,-1,1,0,Low,F
Female,57,Caucasian,0,1,0,0,2,-1,0,0,Low,F
Female,40,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,33,Caucasian,0,6,0,0,6,-1,1,0,Medium,F
Male,53,Hispanic,0,7,0,0,3,-1,0,0,Medium,F
Male,30,Caucasian,0,7,0,0,3,-1,0,0,Medium,F
Male,36,African-American,1,9,0,0,8,0,0,0,High,M
Male,30,African-American,0,5,0,0,2,-1,1,0,Medium,F
Male,29,Caucasian,0,10,0,0,1,-1,0,0,High,M
Male,41,Hispanic,0,1,0,0,1,-26,0,0,Low,F
Female,21,Caucasian,0,8,0,0,1,132,1,0,High,F
Male,36,African-American,0,2,0,0,2,-4,0,0,Low,M
Male,59,African-American,0,4,0,0,17,-189,0,0,Low,F
Male,35,African-American,0,8,0,0,6,0,1,1,High,F
Male,49,Hispanic,0,2,0,0,0,-1,0,0,Low,M
Male,26,Hispanic,0,9,0,0,5,0,1,0,High,F
Male,21,African-American,0,5,1,0,2,-1,1,1,Medium,F
Male,19,African-American,0,9,0,0,0,-1,0,0,High,F
Male,49,African-American,0,6,0,0,29,-1,1,0,Medium,F
Male,23,Hispanic,0,10,0,0,1,87,0,0,High,F
Female,37,African-American,0,8,0,0,23,0,1,0,High,M
Male,33,Hispanic,0,2,0,0,0,-1,0,0,Low,M
Male,20,African-American,1,3,0,0,1,39,1,1,Low,F
Male,28,Caucasian,0,10,0,0,1,-39,0,0,High,F
Male,29,African-American,0,2,0,0,3,0,1,0,Low,F
Male,25,African-American,0,5,0,1,1,0,1,0,Medium,F
Male,20,African-American,0,8,0,0,2,-1,1,0,High,F
Male,30,Caucasian,0,9,0,0,3,-39,1,0,High,M
Male,55,African-American,0,4,0,0,5,-1,0,0,Low,F
Male,21,African-American,0,8,0,1,0,0,0,0,High,F
Male,26,Caucasian,0,4,0,0,0,-1,0,0,Low,M
Female,52,Caucasian,0,1,0,0,6,-13,0,0,Low,F
Male,27,African-American,0,9,1,2,12,-1,0,0,High,M
Male,52,African-American,0,8,0,0,16,-1,1,1,High,F
Male,27,Hispanic,0,7,0,0,1,-1,1,0,Medium,F
Male,60,Caucasian,0,2,0,0,2,-1,0,0,Low,M
Male,44,Caucasian,0,2,0,0,0,-1,0,0,Low,M
Male,30,Hispanic,0,2,0,0,1,-18,0,0,Low,F
Female,25,African-American,0,4,0,0,2,-1,0,0,Low,M
Female,29,Caucasian,0,10,0,0,5,-1,0,0,High,F
Male,43,Hispanic,0,1,0,0,4,-1,0,0,Low,F
Female,20,Caucasian,0,8,0,0,4,-1,1,0,High,F
Male,28,Caucasian,0,7,0,0,3,-1,1,0,Medium,F
Male,39,African-American,0,4,0,0,3,-39,1,0,Low,M
Male,22,Caucasian,0,6,0,0,1,-12,0,0,Medium,F
Male,20,African-American,0,5,0,0,1,-1,0,0,Medium,F
Male,31,African-American,0,2,0,0,9,-1,0,0,Low,F
Male,24,Caucasian,0,8,0,0,1,-1,1,0,High,F
Female,28,African-American,0,3,0,0,0,-1,0,0,Low,F
Male,35,African-American,0,6,0,0,10,-28,1,0,Medium,F
Male,30,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,22,African-American,0,3,0,2,0,-1,1,0,Low,F
Male,49,African-American,0,1,0,0,0,-1,0,0,Low,M
Male,27,Hispanic,0,2,0,0,0,-1,0,0,Low,F
Male,39,African-American,0,5,0,0,9,0,0,0,Medium,F
Male,30,Caucasian,0,8,0,0,9,17,0,0,High,F
Female,46,Other,0,1,0,0,1,-1,0,0,Low,F
Male,47,Other,0,2,0,0,3,-1,0,0,Low,M
Male,26,African-American,0,7,0,0,5,-1,0,0,Medium,M
Male,33,African-American,0,4,0,0,3,-130,0,0,Low,F
Male,26,African-American,0,7,0,0,9,0,0,0,Medium,F
Female,23,African-American,0,3,0,0,0,-1,0,0,Low,F
Female,22,Caucasian,0,4,0,1,0,0,0,0,Low,M
Male,49,Caucasian,0,1,0,0,0,-4,0,0,Low,M
Female,52,African-American,0,7,0,0,0,0,1,0,Medium,F
Male,43,African-American,0,9,0,0,19,-31,0,0,High,F
Female,22,African-American,0,5,0,5,0,-1,1,0,Medium,M
Male,24,Other,0,2,0,0,0,-1,0,0,Low,F
Male,54,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,50,African-American,0,6,0,0,2,0,0,0,Medium,M
Male,20,African-American,0,5,0,4,2,-1,1,0,Medium,F
Male,25,Caucasian,0,3,0,0,1,-1,0,0,Low,F
Female,46,Caucasian,0,1,0,0,0,0,0,0,Low,F
Male,52,African-American,0,6,0,0,4,-161,0,0,Medium,F
Female,53,Caucasian,0,6,0,0,1,0,0,0,Medium,F
Male,26,African-American,0,10,0,1,1,123,1,0,High,F
Male,22,Caucasian,0,4,0,0,0,-1,0,0,Low,M
Male,49,Caucasian,0,6,0,0,0,0,0,0,Medium,F
Male,38,Caucasian,1,4,0,0,10,0,1,1,Low,F
Female,36,Hispanic,0,1,0,0,9,-1,1,0,Low,F
Female,22,Other,0,4,0,0,1,-1,0,0,Low,F
Female,34,African-American,0,2,0,0,5,-1,1,0,Low,F
Male,18,African-American,5,5,0,2,4,7,1,1,Medium,F
Male,30,African-American,0,2,0,0,0,0,0,0,Low,F
Female,26,Caucasian,0,6,0,0,3,-1,1,0,Medium,F
Male,53,Caucasian,0,1,0,0,0,0,0,0,Low,M
Female,23,Caucasian,0,6,0,0,0,-1,0,0,Medium,F
Female,32,Hispanic,0,5,0,1,8,-8,1,1,Medium,M
Male,71,Caucasian,0,1,0,0,1,-69,0,0,Low,F
Male,44,Caucasian,0,1,0,0,1,0,1,0,Low,M
Male,53,Caucasian,0,4,0,0,9,-1,1,0,Low,F
Male,27,Hispanic,0,2,0,0,0,0,0,0,Low,F
Male,22,African-American,0,7,0,0,4,-1,0,0,Medium,F
Male,27,African-American,0,5,0,0,6,841,0,0,Medium,F
Male,27,African-American,0,4,0,0,4,0,1,0,Low,F
Male,25,Caucasian,0,6,0,0,2,0,1,0,Medium,F
Male,48,Caucasian,0,6,0,0,18,48,1,0,Medium,F
Male,19,Caucasian,0,10,1,3,1,-1,1,0,High,F
Male,53,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,52,Caucasian,1,7,0,0,18,-366,0,0,Medium,F
Male,39,African-American,0,3,0,0,0,-3,0,0,Low,M
Male,37,Other,0,4,0,0,2,-1,1,1,Low,F
Male,27,African-American,1,8,0,0,6,0,1,0,High,F
Female,29,Caucasian,0,4,0,0,1,-45,1,0,Low,F
Female,21,African-American,0,10,0,0,2,-10,1,0,High,F
Female,24,African-American,0,9,0,0,7,-1,0,0,High,F
Male,33,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Female,24,Caucasian,0,4,0,4,1,-24,0,0,Low,M
Male,46,Caucasian,0,1,0,0,1,-4,0,0,Low,F
Male,32,Hispanic,0,7,0,0,7,-1,0,0,Medium,F
Male,24,Hispanic,0,3,0,0,2,-25,0,0,Low,F
Female,38,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,30,African-American,0,10,2,2,13,0,1,0,High,F
Female,50,Caucasian,0,3,0,0,0,0,0,0,Low,M
Female,22,Other,0,5,0,0,1,-1,0,0,Medium,F
Male,26,Hispanic,0,1,0,0,0,-1,0,0,Low,M
Male,26,African-American,0,9,2,2,27,-1,1,0,High,M
Male,57,Caucasian,0,1,0,0,2,-28,0,0,Low,F
Male,32,Caucasian,0,3,0,0,0,-2,0,0,Low,F
Male,43,Caucasian,0,1,0,0,0,-1,0,0,Low,F
Male,22,African-American,0,6,0,0,0,0,0,0,Medium,M
Female,28,African-American,0,9,0,0,9,-12,1,1,High,M
Male,32,African-American,0,10,0,0,5,-1,0,0,High,F
Male,51,Caucasian,0,4,0,0,3,-1,0,0,Low,F
Male,31,Other,0,1,0,0,0,-1,0,0,Low,F
Male,30,African-American,0,3,0,0,7,-1,0,0,Low,F
Male,41,Hispanic,0,1,0,0,3,-1,0,0,Low,F
Male,63,Caucasian,0,1,0,0,3,0,0,0,Low,M
Male,24,Caucasian,0,7,0,0,1,-1,0,0,Medium,F
Male,48,African-American,0,2,0,0,3,-1,1,0,Low,F
Male,26,Caucasian,0,3,0,0,0,-1,1,0,Low,M
Male,31,African-American,0,2,0,0,6,0,1,0,Low,F
Male,27,African-American,1,10,2,1,6,-1,0,0,High,M
Male,25,African-American,0,4,0,0,0,-1,0,0,Low,M
Male,36,African-American,1,8,0,0,7,-1,0,0,High,F
Male,56,Caucasian,0,3,0,0,3,0,0,0,Low,M
Female,29,African-American,0,4,0,0,1,-1,0,0,Low,M
Female,30,Caucasian,0,3,0,0,3,-1,1,0,Low,F
Male,21,Caucasian,0,5,0,0,1,-1,0,0,Medium,F
Male,21,African-American,0,8,0,0,0,-1,0,0,High,F
Male,22,Caucasian,0,4,0,0,1,-2,1,0,Low,F
Female,28,African-American,0,2,0,0,0,-1,0,0,Low,M
Male,35,African-American,0,1,0,0,2,0,0,0,Low,F
Male,23,Caucasian,0,2,0,0,0,-1,0,0,Low,F
Male,48,African-American,0,8,0,0,4,0,0,0,High,F
Male,49,African-American,0,4,0,0,14,-1,0,0,Low,M
Male,22,Caucasian,0,8,1,2,4,-1,1,0,High,M
Male,27,Hispanic,0,10,0,0,5,-1,0,0,High,F
Male,37,African-American,0,9,0,0,2,0,0,0,High,F
Male,33,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,44,Caucasian,0,1,0,0,1,-1,0,0,Low,M
Male,22,African-American,0,5,0,0,2,-1,0,0,Medium,F
Female,44,African-American,0,2,0,0,1,-14,0,0,Low,F
Male,23,African-American,0,7,0,1,5,-1,1,1,Medium,F
Male,69,Other,0,1,0,0,1,-2,0,0,Low,F
Male,22,African-American,0,7,0,1,0,-1,1,0,Medium,M
Male,24,African-American,0,4,0,0,0,0,0,0,Low,F
Male,44,African-American,0,7,0,0,2,-1,0,0,Medium,M
Male,64,Caucasian,0,2,0,0,5,-1,0,0,Low,F
Male,26,African-American,0,4,0,0,4,624,0,0,Low,M
Female,26,African-American,0,2,0,0,0,-1,0,0,Low,M
Male,29,African-American,0,6,0,0,2,-1,0,0,Medium,F
Male,69,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,26,Hispanic,0,2,0,1,0,-1,0,0,Low,F
Male,35,Hispanic,0,9,0,0,1,-12,0,0,High,F
Male,30,Caucasian,0,1,0,0,1,-1,0,0,Low,M
Male,23,Caucasian,0,9,0,1,3,-1,0,0,High,F
Male,25,African-American,0,6,0,0,2,-1,0,0,Medium,M
Male,23,African-American,0,6,0,0,1,-1,1,0,Medium,F
Male,42,Other,0,2,0,0,1,-2,0,0,Low,F
Male,31,African-American,0,10,0,0,9,-1,0,0,High,F
Male,23,Caucasian,0,4,0,0,0,-1,0,0,Low,F
Female,28,African-American,0,3,0,0,0,-1,1,1,Low,F
Male,20,African-American,0,3,0,0,0,-1,0,0,Low,F
Male,41,Caucasian,0,9,0,0,3,0,0,0,High,F
Female,24,Caucasian,0,7,2,0,7,-1,0,0,Medium,M
Female,36,Other,0,7,1,0,6,-21,1,0,Medium,F
Male,37,African-American,0,2,0,0,6,-1,1,0,Low,F
Female,21,African-American,0,9,0,0,1,-1,0,0,High,F
Male,27,African-American,0,5,0,0,8,-1,1,1,Medium,F
Male,30,Caucasian,0,2,0,1,2,-1,0,0,Low,M
Male,26,African-American,0,4,0,0,2,-1,1,0,Low,F
Male,42,Caucasian,0,1,0,0,0,0,0,0,Low,M
Male,23,African-American,0,10,0,0,8,-1,1,0,High,F
Male,43,Caucasian,0,1,0,0,1,-131,0,0,Low,F
Male,22,African-American,0,6,0,0,3,-1,0,0,Medium,F
Female,55,Caucasian,0,1,0,0,0,-3,0,0,Low,M
Male,29,African-American,0,8,0,0,0,-1,0,0,High,F
Male,44,African-American,0,7,0,1,16,-1,0,0,Medium,F
Male,38,Caucasian,0,3,0,0,0,53,1,0,Low,F
Male,33,Caucasian,0,1,0,0,0,-1,0,0,Low,M
Male,24,Caucasian,0,6,0,0,1,-1,1,0,Medium,F
Male,23,African-American,0,4,0,0,0,0,0,0,Low,M
Female,64,African-American,0,1,0,0,0,-1,0,0,Low,F
Male,48,Other,0,1,0,0,0,-1,0,0,Low,M
Male,36,Caucasian,0,2,0,0,1,0,0,0,Low,M
Male,32,African-American,0,5,1,2,11,805,1,0,Medium,F
Male,59,African-American,0,1,0,0,0,-1,0,0,Low,M
Female,39,African-American,0,5,0,0,0,0,1,0,Medium,F
Male,30,Caucasian,0,2,0,0,0,-1,0,0,Low,M
Female,22,African-American,0,4,0,0,1,-3,0,0,Low,M
Male,20,African-American,0,6,0,0,2,0,1,0,Medium,F
Male,21,African-American,0,4,0,0,0,-1,1,0,Low,F
Male,24,Caucasian,0,4,0,0,0,0,0,0,Low,F
Male,49,Hispanic,0,1,0,0,2,-40,1,0,Low,M
Male,55,African-American,0,8,0,0,10,0,0,0,High,F
Male,50,Caucasian,0,1,0,0,2,-32,0,0,Low,F
Male,30,African-American,0,7,0,0,3,-1,0,0,Medium,M
Male,51,African-American,0,8,0,0,12,21,1,0,High,F
Male,21,African-American,0,9,2,0,2,111,1,1,High,M
Male,21,African-American,1,10,0,2,1,-1,1,0,High,F
Male,24,African-American,0,5,0,0,1,-1,0,0,Medium,F
Male,31,African-American,0,10,0,0,1,-1,0,0,High,F
Male,22,African-American,0,3,0,0,2,-1,0,0,Low,F
Male,23,African-American,0,7,0,0,2,-1,1,0,Medium,M
Male,23,Hispanic,0,7,0,0,0,-1,0,0,Medium,M
Male,32,African-American,0,4,0,0,4,-1,1,0,Low,F
Male,28,African-American,0,6,0,0,11,-1,1,1,Medium,F
Male,50,Caucasian,1,10,0,0,16,-68,1,0,High,F
Male,24,African-American,0,2,0,1,0,-1,0,0,Low,F
Female,19,African-American,0,4,0,0,1,-1,1,0,Low,F
Male,31,Other,0,1,0,0,1,0,0,0,Low,M
Male,29,African-American,0,4,0,0,3,0,1,1,Low,F
Male,41,African-American,0,6,0,0,6,-1,1,0,Medium,F
Male,28,African-American,0,3,0,0,4,-1,1,1,Low,M
Male,21,African-American,0,6,0,0,0,-1,0,0,Medium,F
Male,29,Caucasian,0,4,0,0,6,-1,1,0,Low,F
Male,49,Caucasian,0,5,0,0,0,-1,0,0,Medium,F
Male,59,African-American,0,7,0,0,39,-336,0,0,Medium,F
Male,36,Caucasian,0,5,0,0,0,-1,0,0,Medium,F
Male,28,Caucasian,0,10,0,0,7,331,0,0,High,M
Male,26,Hispanic,0,2,0,0,0,-1,0,0,Low,F
Male,36,Other,0,4,0,0,4,-1,0,0,Low,F
Male,42,Caucasian,0,1,0,0,0,0,0,0,Low,M
